gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
1530	1.10687	1.87179	1.40798	0.96734	1.66573	1.19067	1.04978	1.27142	1.47855	1.09582	1.19093	1.0008	1.35651	1.20025	1.01425	1.27115	1.49037	1.0574	1.89008	1.15414	1.25701	1.05633	0.95578	1.6302	1.3035	1.12892	1.22993	0.92961	1.44384	1.55337	1.5865	1.31931	1.70511	1.04342	1.22647	1.29702	1.60089	1.17423	1.67507	1.21214	1.15963	1.13236	1.65024	1.78625	1.15603	1.15157	1.41537	0.96007	1.64118	1.31019	1.10784	1.51532	1.39461	1.10308	1.24238	1.18728	1.55153	1.64277	1.44709	1.07882	1.30682	1.12068	1.85094	1.74775	1.22771	1.26645	1.11091	1.61836	1.32373	1.35954	1.51374	1.77941	1.18893	1.34831	0.89447	1.38117	1.45119	1.36143	1.41829	1.00696	1.21197	1.47623	1.12903	1.16143	0.98978	1.67885	1.70791	1.69312	0.90392	1.27668	1.19259	0.90067	1.08348	1.37432	1.09145	0.91825	1.45454	1.38853	1.67959	1.48567
1531	1.06553	1.88613	1.40483	0.9422	1.67957	1.19067	1.07318	1.27259	1.51929	1.13064	1.18987	1.08388	1.3327	1.18305	1.02254	1.26429	1.48897	1.09649	1.90865	1.17061	1.25759	1.0811	0.98819	1.60592	1.2754	1.13607	1.18223	0.91262	1.42816	1.55917	1.59152	1.29723	1.66231	1.03374	1.23149	1.2863	1.62486	1.15662	1.64725	1.24453	1.20017	1.13318	1.64088	1.76887	1.13604	1.17731	1.39356	1.01122	1.6259	1.30613	1.07299	1.48552	1.35228	1.10379	1.27535	1.20706	1.66705	1.66416	1.4174	1.04427	1.32349	1.11002	1.85406	1.75754	1.24475	1.26568	1.1027	1.59613	1.28803	1.33194	1.52381	1.76958	1.17675	1.3551	0.8927	1.36562	1.47094	1.35898	1.38819	1.02306	1.18529	1.48169	1.1701	1.18357	0.9716	1.6961	1.69345	1.6809	0.89378	1.24567	1.19575	0.91414	1.15269	1.41505	1.15973	0.9602	1.4554	1.38533	1.6572	1.47615
1535	1.1223	1.94626	1.36066	0.99916	1.62293	1.13059	1.09506	1.27493	1.51864	1.19302	1.22386	1.14516	1.29219	1.16999	0.96198	1.25132	1.48587	1.09071	1.85606	1.14317	1.30993	1.0548	0.94897	1.56221	1.20638	1.13533	1.1972	0.88279	1.43807	1.62429	1.51092	1.24691	1.65631	1.06837	1.32714	1.32417	1.6569	1.27509	1.68551	1.17723	1.18529	1.21284	1.6542	1.82777	1.18194	1.09022	1.47057	0.95969	1.55372	1.30474	1.11452	1.475	1.34099	1.096	1.29379	1.18564	1.67576	1.69206	1.34587	1.06554	1.25142	1.19627	1.83106	1.7927	1.26047	1.15868	1.12411	1.56179	1.35753	1.35426	1.5132	1.78263	1.03374	1.34074	0.91752	1.33396	1.44265	1.39094	1.41153	0.98106	1.19213	1.44886	1.19374	1.17469	0.9695	1.75496	1.71186	1.62898	0.98864	1.24817	1.11089	0.95211	1.20913	1.34946	1.21142	0.95499	1.51274	1.34705	1.66669	1.51068
1537	1.09176	1.92153	1.37665	0.9859	1.65609	1.12048	1.11873	1.32478	1.517	1.16093	1.21654	1.10538	1.3699	1.14466	0.98042	1.25306	1.52268	1.07741	1.85052	1.11253	1.24055	1.05126	0.95124	1.5091	1.24192	1.13964	1.19801	0.85164	1.44543	1.62271	1.57223	1.25142	1.60684	0.99484	1.28163	1.32084	1.65193	1.2053	1.67652	1.17687	1.19599	1.23004	1.64411	1.79231	1.16862	1.12614	1.42632	0.99331	1.55775	1.28674	1.17414	1.52456	1.37612	1.10787	1.32602	1.16291	1.68013	1.66964	1.34889	1.06028	1.25132	1.10136	1.78781	1.82018	1.19952	1.188	1.07721	1.52564	1.34023	1.35515	1.44978	1.77027	1.1004	1.43363	0.88128	1.3384	1.46759	1.38005	1.41249	0.93846	1.15547	1.48338	1.1385	1.15385	0.9422	1.75276	1.672	1.59642	0.94768	1.28881	1.09605	0.99411	1.19148	1.32738	1.20129	0.95192	1.49876	1.36896	1.64607	1.46929
1538	1.1283	1.93774	1.40238	0.99295	1.6341	1.0979	1.09442	1.34044	1.48929	1.16203	1.20764	1.13802	1.36602	1.15118	0.98952	1.2731	1.53745	1.07577	1.85123	1.12161	1.2465	1.07455	0.91167	1.53306	1.21402	1.14621	1.16621	0.86344	1.45333	1.65583	1.57714	1.24357	1.61427	1.01574	1.25941	1.31575	1.65552	1.21768	1.68538	1.17574	1.18802	1.24488	1.64042	1.77366	1.20195	1.11493	1.42831	1.007	1.58368	1.29972	1.16173	1.49913	1.37016	1.11834	1.3111	1.13593	1.69814	1.68077	1.33262	1.0447	1.26583	1.12388	1.78663	1.82833	1.20084	1.15805	1.09521	1.53532	1.34297	1.34522	1.43128	1.78422	1.05825	1.42172	0.89592	1.32486	1.47895	1.40572	1.40897	0.93452	1.14685	1.48809	1.11088	1.17918	0.93968	1.73701	1.67525	1.60576	0.94877	1.32529	1.07734	1.00353	1.18094	1.3268	1.21635	0.94743	1.53665	1.35244	1.6575	1.45281
1541	1.20133	2.12552	1.18827	1.18374	1.67473	1.07858	1.09482	1.29796	1.47639	1.00927	1.21825	1.27298	1.4078	1.38424	1.04841	1.35088	1.52656	1.26275	1.84679	1.20797	1.3976	1.17511	1.0592	1.50634	1.26428	1.11987	1.16769	0.79013	1.65623	1.44925	1.74266	1.38958	1.73976	1.17314	1.30908	1.36371	1.61327	1.14107	1.70995	1.23979	1.16616	1.0554	1.41446	1.97575	1.12039	1.17367	1.43242	1.0937	1.75764	1.30473	1.1399	1.57039	1.4241	1.3063	1.31712	1.138	1.53975	1.84157	1.33744	1.11474	1.33395	1.29646	1.77096	1.60975	1.15888	1.23639	1.19108	1.59274	1.16173	1.61495	1.52297	1.84167	1.19672	1.36381	0.92529	1.26592	1.46379	1.47867	1.38517	0.96916	1.31135	1.5849	1.06749	1.19991	0.94729	1.56839	1.61288	1.57449	0.86575	1.34378	1.25703	1.17922	1.10505	1.40668	1.26404	1.02689	1.31518	1.36356	1.28475	1.48476
1542	1.19313	2.10499	1.20805	1.1611	1.60805	1.09407	1.07048	1.25536	1.49007	1.00327	1.25756	1.2763	1.41557	1.38128	1.01369	1.34836	1.52007	1.29671	1.82374	1.24601	1.39907	1.1278	1.06985	1.51451	1.23074	1.13289	1.14017	0.8198	1.69467	1.47173	1.73709	1.39041	1.74483	1.19386	1.30994	1.39506	1.6015	1.15853	1.74851	1.23981	1.15219	1.10091	1.43798	2.023	1.13883	1.22719	1.41239	1.06305	1.74352	1.32391	1.13607	1.60742	1.4176	1.26735	1.31641	1.11476	1.5282	1.86475	1.30525	1.10923	1.31153	1.24028	1.77648	1.63108	1.15494	1.22727	1.15145	1.54715	1.16329	1.56926	1.53297	1.82903	1.22935	1.38846	0.96575	1.31454	1.45423	1.46483	1.35307	0.9768	1.33387	1.58427	1.08277	1.2139	0.93029	1.57748	1.6405	1.54886	0.8612	1.34513	1.23208	1.20006	1.07847	1.41582	1.25142	1.03336	1.29088	1.36189	1.25831	1.45621
1545	1.1914	2.05677	1.18474	1.15905	1.63077	1.07916	1.1808	1.2836	1.52294	1.0077	1.24147	1.27284	1.396	1.39994	1.04232	1.31178	1.5456	1.18049	1.79684	1.16106	1.41764	1.14728	1.06447	1.49398	1.25527	1.07811	1.11874	0.83423	1.71644	1.50812	1.75853	1.3387	1.72235	1.19396	1.30778	1.42102	1.61571	1.05554	1.77908	1.17833	1.19673	1.07832	1.48325	1.98171	1.07349	1.19087	1.41788	0.99401	1.69186	1.26458	1.06949	1.55262	1.38222	1.31137	1.3531	1.1111	1.44065	1.84806	1.31336	1.08601	1.28046	1.1939	1.81473	1.58434	1.17623	1.16392	1.14254	1.51432	1.21238	1.51262	1.52479	1.77795	1.1472	1.4001	0.94673	1.31214	1.51217	1.43312	1.41383	0.94314	1.26806	1.59407	1.1072	1.22058	0.98869	1.58251	1.58056	1.51305	0.88734	1.30818	1.20801	1.14481	1.05928	1.37954	1.16459	1.03312	1.35221	1.31055	1.32914	1.43934
1549	1.119	1.96887	1.18646	1.09206	1.70897	1.05608	1.15175	1.18708	1.50624	1.08347	1.22902	1.22477	1.34533	1.3418	0.97216	1.36404	1.4495	1.15043	1.78018	1.14105	1.41072	1.10816	1.02608	1.5385	1.22426	1.12085	1.1319	0.90611	1.62712	1.56278	1.71831	1.32837	1.70798	1.2061	1.31639	1.45815	1.64865	1.15527	1.6767	1.10855	1.17372	1.08564	1.45893	1.97407	1.04822	1.25251	1.40759	0.98249	1.74103	1.20722	1.12519	1.53953	1.49736	1.18026	1.26349	1.11798	1.46909	1.88533	1.36435	1.07919	1.29767	1.21653	1.76212	1.58315	1.28466	1.27632	1.14038	1.54028	1.2104	1.46926	1.5162	1.84724	1.13655	1.31751	0.92142	1.29548	1.48973	1.43968	1.416	0.91916	1.26125	1.61502	1.13561	1.19238	1.06584	1.6249	1.57361	1.55135	1.02547	1.39277	1.24171	1.09566	0.96954	1.38107	1.18662	1.03894	1.26189	1.23142	1.44204	1.49309
1550	1.14563	1.93209	1.25118	1.1074	1.68239	1.02505	1.16908	1.17102	1.46923	1.12714	1.22873	1.22356	1.34412	1.3478	0.97009	1.36117	1.48735	1.10884	1.83574	1.14289	1.44908	1.14349	1.03791	1.56242	1.25979	1.16236	1.09027	0.92499	1.66378	1.56881	1.76009	1.32508	1.78284	1.22315	1.28902	1.44198	1.6282	1.15338	1.68719	1.1529	1.19615	1.12718	1.46314	1.91861	1.08952	1.29731	1.48059	1.01198	1.76059	1.21579	1.08893	1.54669	1.52327	1.21094	1.25611	1.13895	1.44139	1.93071	1.33435	1.09943	1.29492	1.21572	1.72629	1.58865	1.27203	1.24936	1.10282	1.49737	1.21002	1.52279	1.58099	1.8357	1.14453	1.3701	0.91589	1.24178	1.56911	1.46715	1.43349	0.96056	1.30024	1.60202	1.15599	1.18621	1.04411	1.66432	1.58164	1.54592	0.94833	1.3917	1.28383	1.06504	0.97585	1.36012	1.15907	0.98361	1.23949	1.32887	1.36538	1.43549
1551	1.12077	1.92652	1.24307	1.09222	1.68341	1.04724	1.17736	1.19903	1.43157	1.12116	1.23196	1.21824	1.37995	1.32385	0.9556	1.36863	1.46977	1.11338	1.80566	1.11289	1.42799	1.15169	1.045	1.55582	1.24123	1.12589	1.08986	0.90187	1.65176	1.55967	1.75778	1.33367	1.79005	1.21988	1.29804	1.42559	1.63913	1.14719	1.67563	1.15943	1.20345	1.13575	1.43008	1.89002	1.0816	1.29341	1.45633	1.01776	1.77671	1.22463	1.11175	1.53477	1.51392	1.20806	1.27103	1.10908	1.43533	1.91089	1.33456	1.09645	1.27519	1.22851	1.72469	1.60695	1.25232	1.25309	1.11933	1.48865	1.21856	1.54174	1.59784	1.81954	1.12166	1.38018	0.92254	1.26396	1.57986	1.44611	1.42542	0.96918	1.29393	1.62446	1.10827	1.20817	1.05522	1.68919	1.60938	1.58486	0.98419	1.366	1.27492	1.0591	0.97703	1.35822	1.18013	1.00265	1.23546	1.32019	1.39004	1.45406
1552	1.07681	1.90909	1.17919	1.06273	1.72227	1.0929	1.19121	1.24885	1.43497	1.10002	1.24378	1.20655	1.38874	1.339	0.96269	1.37556	1.47788	1.12105	1.7719	1.10746	1.39535	1.11492	1.07696	1.51744	1.24092	1.15639	1.10447	0.91665	1.61831	1.5082	1.76043	1.35289	1.74598	1.22751	1.31189	1.39773	1.58866	1.15128	1.64603	1.13505	1.21318	1.09586	1.391	1.92139	1.05539	1.25214	1.43956	1.02662	1.8034	1.2541	1.08606	1.55002	1.49871	1.23145	1.3036	1.12507	1.41937	1.87615	1.35849	1.09954	1.24371	1.25606	1.7796	1.59901	1.21561	1.27047	1.14767	1.45795	1.21622	1.52003	1.58076	1.78254	1.09755	1.37012	0.95382	1.31899	1.53189	1.45441	1.34934	0.99489	1.25801	1.59648	1.09931	1.23712	1.0639	1.66318	1.53053	1.53564	0.98216	1.38172	1.28557	1.02815	0.9814	1.32711	1.21861	1.02071	1.24307	1.3237	1.39723	1.48141
1554	1.14611	1.91609	1.26658	1.05352	1.70975	1.03696	1.20184	1.26674	1.46498	1.12217	1.15075	1.23246	1.38113	1.27388	1.05506	1.36548	1.4366	1.08657	1.78796	1.11449	1.37829	1.12757	1.06983	1.58745	1.26151	1.10712	1.15993	0.85897	1.60264	1.48774	1.76217	1.32439	1.70135	1.25203	1.29868	1.3514	1.62276	1.07861	1.64877	1.14643	1.22001	1.08223	1.46132	1.89502	1.0634	1.24089	1.45011	0.96797	1.79269	1.25876	1.05529	1.54534	1.50204	1.25261	1.24656	1.09066	1.41507	1.86977	1.37632	1.11612	1.31477	1.27195	1.77331	1.61034	1.26903	1.27506	1.14791	1.48811	1.19893	1.52537	1.57364	1.80061	1.13649	1.35716	0.95089	1.33926	1.55512	1.44183	1.41458	0.96095	1.2782	1.62957	1.10729	1.23427	1.11454	1.68715	1.606	1.56184	0.98454	1.35114	1.29808	1.03346	1.02626	1.33109	1.1844	1.03969	1.23538	1.34928	1.42721	1.50522
1556	1.10012	1.8402	1.21044	1.03915	1.7086	1.05692	1.18294	1.22534	1.47923	1.13628	1.15015	1.28006	1.40369	1.24763	1.03428	1.37935	1.42774	1.11431	1.76569	1.05498	1.37243	1.18038	1.06745	1.5439	1.25009	1.11572	1.16082	0.84761	1.60247	1.46486	1.73601	1.31672	1.66158	1.20687	1.38284	1.31503	1.6153	1.12941	1.61493	1.22938	1.23123	1.06195	1.47289	1.91291	1.13371	1.23854	1.41135	0.96002	1.78242	1.27066	1.0745	1.52274	1.46851	1.23223	1.26027	1.05883	1.4433	1.83894	1.34918	1.08966	1.36107	1.24059	1.71015	1.56576	1.24469	1.30571	1.17662	1.46244	1.19914	1.45683	1.57922	1.73326	1.14318	1.34157	0.92365	1.32374	1.51885	1.44496	1.40274	0.9128	1.34097	1.59417	1.13372	1.24716	1.18362	1.63862	1.57147	1.55358	0.9706	1.37455	1.30769	1.00668	1.03379	1.27614	1.22762	0.97767	1.23827	1.33605	1.40887	1.53252
1558	1.18109	1.85124	1.24151	1.02458	1.69637	1.0678	1.14364	1.22883	1.47876	1.14174	1.19693	1.27029	1.37833	1.24653	1.04079	1.35241	1.43476	1.07093	1.75731	1.10051	1.39628	1.15728	1.07728	1.55248	1.26093	1.11706	1.13056	0.87543	1.60961	1.44013	1.7482	1.31241	1.64221	1.23068	1.3206	1.32875	1.63543	1.12202	1.6315	1.23972	1.25043	1.13436	1.46146	1.89642	1.08958	1.21308	1.41962	0.96779	1.80931	1.31245	1.07526	1.53338	1.45377	1.27833	1.26124	1.06988	1.41188	1.88216	1.32973	1.12951	1.42198	1.25484	1.68655	1.51404	1.25385	1.26125	1.16199	1.51105	1.20399	1.45025	1.51771	1.67959	1.09244	1.3575	0.93035	1.32786	1.51154	1.46203	1.43931	0.95459	1.31786	1.58342	1.10126	1.19431	1.12333	1.64526	1.542	1.57429	0.91119	1.3559	1.30765	1.02701	1.02263	1.27507	1.21649	1.01971	1.29125	1.29442	1.43605	1.53326
1560	1.17626	1.37307	1.33606	1.02212	1.37827	0.96678	1.10546	1.14146	1.37721	1.1526	1.28694	1.49472	1.08602	1.17539	1.35093	1.33738	1.24677	0.92394	1.34956	1.22882	1.19722	1.31941	1.20221	1.26119	1.47371	1.47782	1.29186	1.0348	1.12397	1.19032	1.62939	1.36815	1.56256	1.39361	1.34535	1.52462	1.63575	1.16753	1.25994	1.28043	1.24819	1.49451	1.61984	1.43492	1.17621	1.38734	1.49996	1.22179	1.58655	1.30014	1.1868	1.36255	1.34413	1.48515	1.22407	1.22272	1.07172	1.57678	1.35638	1.33124	1.63352	1.42393	1.21342	1.26848	1.40968	1.55701	1.13965	1.46074	1.39823	1.32461	1.2249	1.2736	1.27243	1.19286	1.01342	1.09734	1.49007	1.35492	1.21947	1.03011	1.21616	1.43309	1.26703	1.13292	1.16891	1.67814	1.21788	1.44111	0.98527	1.27795	1.15134	1.01557	1.31581	1.19688	1.30189	1.25789	1.18503	1.12089	1.35291	1.62143
1561	1.20273	1.34802	1.36155	0.98733	1.36192	0.95183	1.11887	1.12031	1.35366	1.13844	1.33496	1.49794	1.04995	1.1521	1.39926	1.30557	1.24187	0.95427	1.29086	1.24269	1.19767	1.37034	1.19457	1.25966	1.48844	1.53367	1.28616	1.05842	1.07662	1.17592	1.59528	1.39085	1.56516	1.39824	1.326	1.55317	1.60524	1.18546	1.24478	1.2895	1.29411	1.51736	1.60675	1.41224	1.20891	1.37223	1.49091	1.2547	1.55211	1.30474	1.21625	1.30936	1.31318	1.4924	1.24388	1.23576	1.07458	1.53707	1.37304	1.32726	1.63713	1.45237	1.18485	1.23292	1.39803	1.58941	1.131	1.45845	1.42994	1.31637	1.2057	1.20925	1.26511	1.15579	1.04156	1.12177	1.49661	1.38297	1.1997	1.00133	1.17281	1.41496	1.27319	1.11104	1.15192	1.66636	1.15846	1.48502	0.99824	1.23128	1.11829	1.04546	1.36833	1.18147	1.32527	1.32213	1.19557	1.07685	1.34484	1.61338
1565	1.25142	1.25828	1.37966	1.00749	1.32386	1.00153	1.12764	1.08396	1.34709	1.10184	1.34292	1.52547	1.02006	1.10962	1.46135	1.32587	1.28613	0.96593	1.24437	1.27213	1.20065	1.36358	1.15559	1.21624	1.52272	1.60797	1.27919	1.11156	1.03307	1.14654	1.56872	1.38582	1.58526	1.42665	1.28302	1.58025	1.59294	1.23086	1.22756	1.3669	1.29471	1.59253	1.59942	1.38986	1.23075	1.44535	1.4878	1.24777	1.53559	1.29248	1.22716	1.35771	1.31513	1.51281	1.25267	1.24257	1.0855	1.52586	1.41108	1.34006	1.70978	1.47058	1.13828	1.2277	1.45215	1.55819	1.12373	1.41801	1.40758	1.27056	1.15457	1.17757	1.2853	1.20203	1.0601	1.05637	1.48106	1.39121	1.16028	1.10979	1.13233	1.35478	1.28931	1.10336	1.22322	1.59849	1.15335	1.4551	1.01676	1.22364	1.14376	1.01084	1.36756	1.1833	1.3497	1.33088	1.21886	1.0422	1.37639	1.66696
1566	1.24239	1.28668	1.36597	1.00762	1.34031	1.00848	1.12804	1.10565	1.33374	1.10663	1.33878	1.52057	1.02149	1.1369	1.44893	1.3144	1.23395	0.98109	1.24951	1.28362	1.20073	1.38346	1.18182	1.21918	1.54411	1.57496	1.29266	1.08384	1.10001	1.15536	1.5355	1.36701	1.55775	1.43237	1.28864	1.53435	1.59715	1.22362	1.20114	1.33907	1.27712	1.58539	1.59727	1.38538	1.21854	1.419	1.46369	1.26899	1.55582	1.34278	1.22149	1.34957	1.32817	1.48156	1.26353	1.25397	1.1031	1.51815	1.40595	1.34295	1.68826	1.47175	1.1916	1.18605	1.44078	1.52653	1.14794	1.3884	1.39206	1.3197	1.16161	1.19981	1.28875	1.19603	1.04415	1.04766	1.46482	1.43486	1.18038	1.12396	1.14342	1.37995	1.26666	1.1313	1.21927	1.57835	1.15476	1.47557	1.019	1.19657	1.12879	1.00826	1.35077	1.14538	1.32877	1.30705	1.19537	1.03404	1.38327	1.6431
1570	1.25757	1.3301	1.35638	1.03467	1.37885	1.0095	1.1008	1.10441	1.34744	1.1149	1.30939	1.42881	1.051	1.16215	1.43949	1.30601	1.21424	1.00849	1.38713	1.27532	1.22706	1.41483	1.12642	1.313	1.56565	1.54797	1.30172	1.05193	1.12255	1.18253	1.53424	1.31508	1.57621	1.39825	1.31966	1.48065	1.58886	1.2293	1.25776	1.3061	1.28763	1.5705	1.57952	1.44175	1.18928	1.38307	1.3859	1.27409	1.58113	1.34261	1.18119	1.32924	1.32214	1.42845	1.28501	1.2604	1.17061	1.49174	1.44992	1.26521	1.60887	1.47015	1.32563	1.2546	1.47304	1.51935	1.16285	1.44552	1.33456	1.31689	1.1796	1.2768	1.28232	1.23913	1.03716	1.0416	1.3617	1.46927	1.24463	1.08035	1.12844	1.44522	1.23367	1.15477	1.22656	1.65974	1.23612	1.49368	1.00388	1.20364	1.14336	0.99336	1.34471	1.16436	1.29395	1.28558	1.21609	1.03935	1.38768	1.61221
1572	1.14341	1.75735	1.37363	1.0055	1.60077	1.15706	1.10484	1.21867	1.33128	1.02479	1.23199	1.15997	1.30409	1.17212	1.14077	1.24522	1.35785	1.07557	1.73354	1.22791	1.25955	1.12045	1.01466	1.64341	1.32105	1.29872	1.15892	0.96838	1.48793	1.41346	1.56554	1.26317	1.67491	1.11428	1.3089	1.33121	1.64244	1.19494	1.51145	1.25006	1.24564	1.26076	1.55285	1.76106	1.18747	1.2175	1.3297	1.07602	1.69941	1.30759	1.12686	1.45114	1.39703	1.17172	1.30127	1.21603	1.42187	1.7136	1.403	1.1136	1.4051	1.2368	1.82013	1.61902	1.31177	1.3009	1.12343	1.53387	1.20497	1.37305	1.40467	1.62839	1.18273	1.34349	0.97468	1.25041	1.44615	1.37022	1.41068	0.99056	1.13736	1.48334	1.14187	1.16088	1.07649	1.60484	1.55511	1.58161	0.9599	1.22989	1.16579	0.90487	1.11817	1.28743	1.18694	1.06139	1.35237	1.32009	1.50873	1.52018
1580	1.08475	1.86397	1.39737	0.97567	1.68449	1.19056	1.04231	1.26	1.48713	1.08816	1.23418	1.00248	1.35332	1.22461	1.02894	1.28393	1.46501	1.08726	1.87927	1.12835	1.28158	1.06543	0.9716	1.64662	1.31296	1.12124	1.21857	0.91137	1.44324	1.53547	1.60915	1.32294	1.69679	1.00665	1.20052	1.31021	1.62532	1.13804	1.67479	1.22632	1.17732	1.15437	1.63498	1.77808	1.14115	1.16433	1.44368	0.99074	1.62354	1.31631	1.116	1.52021	1.41189	1.15974	1.25642	1.21703	1.58082	1.63929	1.42174	1.05839	1.29448	1.12192	1.87486	1.74833	1.2362	1.22038	1.12955	1.6024	1.28898	1.38382	1.5324	1.77865	1.19563	1.34672	0.907	1.38922	1.46213	1.3582	1.42471	1.00188	1.18111	1.42114	1.11989	1.17342	0.94046	1.66894	1.74696	1.71284	0.87857	1.27246	1.19583	0.89855	1.0901	1.36627	1.09164	0.88832	1.44908	1.34224	1.6746	1.48695
1582	1.0874	1.8875	1.40435	0.99937	1.69308	1.18319	1.05296	1.27596	1.50782	1.13019	1.21762	1.07281	1.3443	1.19221	0.97559	1.22162	1.43243	1.1001	1.88656	1.15702	1.28982	1.05297	0.99874	1.59222	1.30002	1.14125	1.18891	0.93711	1.43144	1.5625	1.56044	1.26088	1.69987	1.02922	1.25665	1.28561	1.61427	1.16777	1.6349	1.22652	1.17409	1.15378	1.68087	1.78849	1.16747	1.17298	1.37511	1.00209	1.61502	1.33773	1.07053	1.49295	1.34059	1.12217	1.27206	1.17915	1.66641	1.67172	1.40344	1.04857	1.28382	1.1442	1.84795	1.79658	1.25261	1.21602	1.07251	1.57713	1.32436	1.3349	1.51851	1.79022	1.17695	1.37199	0.92966	1.32813	1.46045	1.33442	1.40155	1.0138	1.20249	1.49989	1.22782	1.20803	0.98835	1.697	1.67709	1.62309	0.92593	1.28157	1.14473	0.91685	1.16858	1.40391	1.19776	0.93394	1.45162	1.39572	1.64244	1.4941
1584	1.06386	1.95973	1.3016	1.04499	1.66054	1.12054	1.04673	1.25772	1.58401	1.15114	1.20733	1.08223	1.3377	1.16996	0.99253	1.20632	1.53376	1.09576	1.92005	1.1919	1.30825	1.07004	0.95108	1.47021	1.29608	1.13358	1.24683	0.88131	1.30723	1.60214	1.55822	1.2595	1.6665	0.92416	1.25914	1.35471	1.63786	1.2528	1.59999	1.23205	1.22789	1.18089	1.69141	1.79927	1.13172	1.16452	1.4616	0.9693	1.51866	1.36008	1.08373	1.51248	1.3612	1.0909	1.32338	1.16727	1.76981	1.59726	1.43789	1.14191	1.23041	1.09277	1.80856	1.79904	1.19311	1.22615	1.03741	1.53426	1.31806	1.33299	1.48987	1.72617	1.18533	1.43598	0.91007	1.28516	1.49113	1.30852	1.3497	0.9437	1.25359	1.49906	1.18645	1.16692	1.00548	1.75819	1.67934	1.63307	0.9704	1.21345	1.17331	0.9376	1.21641	1.39171	1.09766	0.99226	1.5153	1.37946	1.608	1.45789
1586	1.16625	1.84405	1.33203	1.07247	1.64694	1.19062	1.05522	1.29723	1.61574	1.16839	1.23135	1.16952	1.33634	1.14749	0.96719	1.27603	1.55658	1.08504	1.8247	1.12484	1.31805	1.02258	0.89004	1.51478	1.22804	1.15932	1.17957	0.81908	1.45178	1.67105	1.52666	1.24098	1.65791	0.98762	1.29514	1.3472	1.65059	1.22142	1.64904	1.1801	1.21129	1.19433	1.64176	1.87818	1.20818	1.11226	1.40843	1.0115	1.57244	1.33541	1.14805	1.55878	1.32113	1.08171	1.39105	1.22231	1.66788	1.67162	1.32662	1.08665	1.26603	1.12581	1.82221	1.74432	1.21999	1.15422	1.05949	1.54139	1.35463	1.33599	1.45943	1.71881	1.05836	1.37482	0.89421	1.39846	1.49826	1.34364	1.40659	0.98045	1.16072	1.46956	1.21179	1.18844	0.88869	1.74752	1.67685	1.56922	0.90834	1.31131	1.10558	0.97048	1.15817	1.40349	1.1689	0.95219	1.58168	1.33888	1.68602	1.45536
1590	1.2081	2.09957	1.17486	1.15018	1.72071	1.08346	1.10992	1.30673	1.45317	1.03719	1.2142	1.24766	1.41714	1.38301	1.09536	1.36046	1.49541	1.22936	1.89877	1.17896	1.41784	1.22209	1.07062	1.51047	1.28124	1.06801	1.18435	0.78822	1.65472	1.4927	1.71345	1.39947	1.77525	1.19842	1.33205	1.37767	1.6554	1.14941	1.72392	1.23626	1.16871	1.12457	1.40941	1.98899	1.11533	1.1884	1.47176	1.07711	1.77063	1.29753	1.13314	1.54774	1.43216	1.39237	1.36991	1.1017	1.5194	1.82597	1.34195	1.10866	1.33948	1.33234	1.74869	1.55224	1.1348	1.23899	1.14273	1.56047	1.15536	1.6145	1.56313	1.81528	1.19273	1.40379	0.9015	1.23455	1.51762	1.43172	1.41169	0.99992	1.31945	1.63301	1.12091	1.17928	0.94134	1.55022	1.58302	1.62432	0.90243	1.32108	1.23234	1.21373	1.07499	1.42041	1.23535	1.03901	1.29423	1.3417	1.30803	1.45841
1592	1.22279	2.08426	1.21658	1.12289	1.69264	1.0706	1.12133	1.28045	1.46724	1.00279	1.2415	1.2565	1.39834	1.39226	1.07784	1.33526	1.51912	1.25117	1.87184	1.15831	1.41463	1.15962	1.10109	1.50995	1.26218	1.13142	1.14952	0.75639	1.63951	1.46349	1.75331	1.38936	1.70871	1.17611	1.40993	1.37225	1.60316	1.16421	1.76102	1.1871	1.1429	1.05808	1.4744	2.07671	1.06561	1.24173	1.48565	1.07385	1.77959	1.29739	1.09738	1.62472	1.41935	1.27462	1.29611	1.16812	1.51626	1.83591	1.34902	1.10476	1.3254	1.26589	1.77733	1.56229	1.18287	1.20018	1.12277	1.5691	1.13284	1.52794	1.4541	1.85149	1.23874	1.36988	0.89329	1.23525	1.49818	1.4316	1.39545	0.9939	1.25474	1.59195	1.08744	1.2515	0.92484	1.56231	1.60481	1.54931	0.82733	1.35195	1.24138	1.22196	1.08921	1.3891	1.28026	0.99812	1.35586	1.38991	1.3307	1.44805
