Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
955	-0.02449	-0.01617	0.01168	0.00277	0.03423	0.02218	0.02422	-0.02158	0.00904	-0.01266
956	-0.02425	-0.01597	0.01136	0.00361	0.03416	0.02248	0.02392	-0.02149	0.01042	-0.01337
957	-0.0237	-0.01611	0.01132	0.00463	0.03337	0.02239	0.02312	-0.02118	0.01211	-0.01394
959	-0.02271	-0.01638	0.01125	0.0062	0.03171	0.02194	0.0215	-0.02035	0.01444	-0.01441
960	-0.02209	-0.01646	0.0111	0.00718	0.03071	0.02168	0.02045	-0.01974	0.01562	-0.01448
961	-0.0202	-0.01689	0.01088	0.00965	0.02721	0.0203	0.01704	-0.0175	0.01827	-0.01396
965	-0.00773	-0.01613	0.00456	0.02617	0.01135	0.01609	-0.00217	-0.00569	0.02886	-0.00607
967	-0.00244	-0.01865	0.00333	0.02708	0.00428	0.0158	-0.0097	-0.00674	0.02631	-0.00075
968	-0.00193	-0.01529	0.00118	0.03162	0.00779	0.01452	-0.008	-0.00276	0.02864	0.00098
972	0.00676	-0.01655	-0.00354	0.02837	0.0018	0.01255	-0.01477	-0.00636	0.01746	0.01206
975	0.01163	-0.01423	-0.00724	0.0263	0.00287	0.00817	-0.01483	-0.00628	0.01095	0.01871
977	0.01529	-0.0122	-0.00974	0.02347	0.00449	0.00386	-0.01428	-0.00674	0.00652	0.02291
978	0.0163	-0.01161	-0.01035	0.02238	0.00506	0.00245	-0.01399	-0.00698	0.00553	0.02378
980	0.01955	-0.01055	-0.01232	0.01822	0.00634	-0.00119	-0.01356	-0.009	0.00291	0.02646
981	0.02066	-0.00998	-0.01286	0.01601	0.00706	-0.00295	-0.01284	-0.00955	0.00258	0.02588
984	0.02522	-0.00934	-0.01606	0.00671	0.00963	-0.00918	-0.01014	-0.01362	0.00474	0.02577
985	0.02731	-0.00757	-0.01654	0.0022	0.01267	-0.0145	-0.00888	-0.01546	0.007	0.02434
988	0.03089	-0.00547	-0.01808	-0.00614	0.01734	-0.02289	-0.00602	-0.01867	0.01256	0.02153
992	0.03399	-0.00343	-0.01915	-0.01414	0.02204	-0.0309	-0.00321	-0.02155	0.01954	0.01712
994	0.03459	-0.00245	-0.01873	-0.01573	0.02355	-0.03304	-0.00329	-0.02257	0.02079	0.0155
995	0.03487	-0.00275	-0.01934	-0.01656	0.02358	-0.03342	-0.00244	-0.02248	0.02193	0.01545
996	0.03496	-0.00269	-0.01937	-0.01679	0.02377	-0.03373	-0.00239	-0.02266	0.02225	0.01538
998	-0.02895	-0.01967	0.01854	-0.0156	0.03301	0.01013	0.02992	-0.01753	-0.02789	0.0099
999	-0.02909	-0.01884	0.01744	-0.01494	0.03361	0.01131	0.02953	-0.01763	-0.02665	0.0089
1000	-0.02876	-0.01969	0.01851	-0.01511	0.03273	0.01015	0.02964	-0.01748	-0.02674	0.00928
1001	-0.02884	-0.01547	0.01261	-0.00929	0.03624	0.01771	0.02754	-0.01889	-0.01513	0.00094
1002	-0.02575	-0.01523	0.01101	0.00076	0.03591	0.02251	0.02543	-0.02155	0.00511	-0.01109
1003	-0.0253	-0.01535	0.01101	0.00192	0.03563	0.02279	0.02512	-0.02173	0.00733	-0.01228
1004	-0.02477	-0.01542	0.0109	0.00308	0.03495	0.02281	0.02439	-0.02147	0.00938	-0.01314
1008	-0.02302	-0.01552	0.01045	0.00661	0.03253	0.02243	0.02185	-0.02003	0.01466	-0.01479
1011	-0.0156	-0.01565	0.00794	0.01763	0.02031	0.01784	0.009	-0.01054	0.02491	-0.01245
1018	-0.00034	-0.01383	-0.00059	0.03386	0.00803	0.01364	-0.00859	-0.00079	0.02816	0.00318
1019	0.00084	-0.01346	-0.00128	0.03423	0.00788	0.01284	-0.00917	-0.00042	0.027	0.00508
1020	0.00185	-0.01289	-0.00198	0.03458	0.00789	0.01195	-0.00947	0.00017	0.02577	0.00663
1022	0.00473	-0.01223	-0.00356	0.0339	0.00686	0.00984	-0.01083	0.00036	0.0211	0.01059
1024	0.01142	-0.01283	-0.00717	0.0275	0.00429	0.00665	-0.01397	-0.00455	0.01116	0.01891
1026	0.01493	-0.0109	-0.00922	0.02468	0.0057	0.00245	-0.0138	-0.00526	0.0066	0.02276
1028	0.0177	-0.01038	-0.01091	0.02108	0.00614	8e-05	-0.01375	-0.00717	0.00374	0.02492
1029	0.0192	-0.00965	-0.01158	0.0188	0.00704	-0.00202	-0.01344	-0.00818	0.00282	0.02542
1037	0.03089	-0.00315	-0.01582	-0.00593	0.01918	-0.02484	-0.00787	-0.01934	0.0107	0.01929
1039	0.03263	-0.0021	-0.01638	-0.01027	0.02187	-0.02924	-0.00683	-0.02159	0.01449	0.01733
1040	0.03293	-0.0021	-0.01669	-0.01111	0.02222	-0.02995	-0.00638	-0.02187	0.0155	0.01708
1043	0.03441	-0.00145	-0.0174	-0.01516	0.02423	-0.03337	-0.0049	-0.0233	0.01943	0.01467
1044	0.03468	-0.00149	-0.01771	-0.01595	0.02447	-0.0339	-0.0044	-0.02343	0.02033	0.01434
1047	-0.03109	-0.01445	0.01207	-0.01562	0.03648	0.01543	0.0275	-0.01617	-0.02799	0.00891
1048	-0.03164	-0.01212	0.00905	-0.01441	0.03757	0.01802	0.0259	-0.01557	-0.02518	0.00686
1049	-0.03142	-0.01216	0.00902	-0.01371	0.03761	0.01837	0.02587	-0.01588	-0.02377	0.00598
1050	-0.02924	-0.01819	0.01662	-0.01466	0.03366	0.01178	0.02892	-0.01722	-0.02589	0.00844
1051	-0.02868	-0.01429	0.01094	-0.00726	0.03683	0.01967	0.02663	-0.01907	-0.01099	-0.00177
1052	-0.02586	-0.01468	0.01038	0.00118	0.03621	0.02298	0.02529	-0.02139	0.00582	-0.01165
1055	-0.02471	-0.01478	0.01014	0.00383	0.03496	0.0231	0.02395	-0.02091	0.01029	-0.01359
1056	-0.02422	-0.01491	0.01015	0.00487	0.03446	0.02311	0.02348	-0.02079	0.012	-0.01429
1057	-0.02349	-0.01512	0.01016	0.00609	0.03337	0.0228	0.02246	-0.02024	0.01375	-0.01468
1061	-0.01687	-0.01213	0.00516	0.01984	0.02399	0.01907	0.01133	-0.00861	0.0262	-0.01414
1062	-0.0138	-0.0118	0.00374	0.02438	0.02048	0.01772	0.00706	-0.00516	0.02882	-0.01205
1064	-0.00944	-0.01272	0.00269	0.02848	0.01543	0.01632	0.00117	-0.00292	0.03061	-0.00815
1065	-0.00776	-0.00902	0.00011	0.03521	0.01584	0.01352	0.00084	0.0045	0.03267	-0.00691
1066	-0.00589	-0.01298	0.00152	0.03181	0.01225	0.01499	-0.00293	-0.00095	0.03107	-0.0042
1067	-0.00287	-0.01283	0.00018	0.03415	0.01063	0.01392	-0.00569	2e-04	0.03046	-2e-05
1068	-0.00105	-0.01282	-0.00072	0.03485	0.00938	0.01329	-0.00736	0.00056	0.02916	0.00239
1069	0.00031	-0.01215	-0.00122	0.0355	0.0088	0.01173	-0.00796	0.00188	0.02663	0.0044
1070	-0.00141	-0.00799	-0.0022	0.03911	0.01228	0.0092	-0.00398	0.00842	0.02719	0.00179
1071	0.00087	-0.00939	-0.00264	0.0377	0.01031	0.00924	-0.00647	0.00602	0.02494	0.00514
1074	0.01051	-0.01065	-0.00674	0.02998	0.00599	0.00468	-0.01233	-0.00084	0.01105	0.01811
1077	0.01567	-0.00979	-0.00928	0.02424	0.00668	0.00059	-0.01372	-0.00509	0.0055	0.02344
1078	0.01715	-0.00906	-0.01016	0.02258	0.00734	-0.0013	-0.01343	-0.0056	0.00387	0.02469
1079	0.01844	-0.00822	-0.01011	0.02056	0.00807	-0.00302	-0.01388	-0.00696	0.00231	0.02465
1081	0.02129	-0.00716	-0.01156	0.01577	0.0097	-0.007	-0.01306	-0.00922	0.00134	0.0255
1084	0.02818	-0.00228	-0.0127	0.00081	0.01726	-0.02068	-0.01086	-0.01629	0.00407	0.01957
1086	0.0309	-0.00109	-0.0139	-0.00576	0.02077	-0.02663	-0.00929	-0.01971	0.00905	0.01734
1089	0.03294	-0.00062	-0.01506	-0.01109	0.02326	-0.03073	-0.00789	-0.02246	0.01411	0.01508
1090	0.03375	0.00015	-0.01495	-0.01334	0.0246	-0.03266	-0.00762	-0.02347	0.01575	0.01307
1091	0.03397	0.00026	-0.01505	-0.01392	0.025	-0.03332	-0.00745	-0.02381	0.01643	0.01282
1092	0.03414	0.00078	-0.01459	-0.01442	0.02552	-0.03384	-0.00784	-0.02422	0.01645	0.01177
1094	0.03456	0.00033	-0.01549	-0.01559	0.02571	-0.03456	-0.00681	-0.02449	0.01828	0.012
1095	-0.03232	-0.01095	0.00768	-0.0153	0.03781	0.01844	0.02494	-0.01455	-0.02658	0.00781
1097	-0.03209	-0.01102	0.00769	-0.01457	0.03782	0.01873	0.02497	-0.01486	-0.02514	0.00688
1098	-0.03204	-0.01066	0.0072	-0.01401	0.03781	0.01914	0.02457	-0.01474	-0.02389	0.00611
1100	-0.0296	-0.01321	0.00989	-0.0091	0.03674	0.01914	0.02592	-0.01756	-0.01445	0.00035
1103	-0.02513	-0.01456	0.01003	0.00314	0.03552	0.02323	0.02443	-0.02106	0.00917	-0.01325
1106	-0.02398	-0.01433	0.00945	0.00593	0.03412	0.02316	0.02282	-0.01997	0.0133	-0.01481
1107	-0.02337	-0.0143	0.00925	0.00717	0.03325	0.02295	0.02191	-0.01932	0.01497	-0.01524
1109	-0.02192	-0.01368	0.00826	0.01037	0.03124	0.02212	0.01963	-0.01682	0.01817	-0.01552
1111	-0.01425	-0.00918	0.00202	0.02685	0.02126	0.01678	0.00772	-0.00158	0.03015	-0.01321
1112	-0.01353	-0.0092	0.00174	0.02773	0.02051	0.01653	0.00676	-0.00101	0.03063	-0.01259
1113	-0.0078	-0.00784	-0.00048	0.03653	0.01632	0.01275	0.00136	0.00641	0.0328	-0.00708
1114	-0.00698	-0.00769	-0.00077	0.03752	0.01575	0.01221	0.00061	0.00727	0.03275	-0.00613
1115	-0.00496	-0.0078	-0.00111	0.03864	0.01428	0.01097	-0.00117	0.00825	0.03098	-0.00337
1118	-0.00256	-0.00691	-0.00203	0.03993	0.01332	0.00873	-0.00248	0.01016	0.02767	0.00012
1119	-0.00052	-0.00739	-0.00248	0.03944	0.01195	0.00788	-0.00423	0.00944	0.02509	0.00313
1120	0.0021	-0.00902	-0.00291	0.03759	0.01011	0.00795	-0.00709	0.00618	0.02303	0.00704
1121	0.00379	-0.00795	-0.00368	0.0373	0.0099	0.00571	-0.00738	0.00715	0.01929	0.0093
1123	0.00895	-0.00636	-0.00554	0.034	0.00883	6e-04	-0.00923	0.00626	0.00945	0.01568
1124	0.01165	-0.00594	-0.00668	0.03139	0.00861	-0.00156	-0.01026	0.00444	0.00547	0.0188
1126	0.01665	-0.0066	-0.00859	0.02403	0.00876	-0.00365	-0.01304	-0.00316	0.00195	0.02304
1127	0.01798	-0.00555	-0.00852	0.02202	0.00965	-0.00566	-0.01338	-0.00434	0.00024	0.02299
1128	0.01944	-0.00453	-0.00834	0.01958	0.01065	-0.00752	-0.01403	-0.00615	-0.00128	0.02267
1130	0.02315	-0.00148	-0.00835	0.01218	0.01421	-0.01419	-0.01367	-0.00973	-0.00265	0.01979
1134	0.03051	0.00165	-0.01102	-0.00459	0.02227	-0.02802	-0.0113	-0.01933	0.00559	0.01451
1137	0.03279	0.00217	-0.01187	-0.01074	0.02492	-0.0317	-0.01073	-0.0231	0.01095	0.01113
1138	0.03346	0.00237	-0.0122	-0.01257	0.02573	-0.03303	-0.0102	-0.02389	0.01268	0.01009
1142	0.03433	0.00201	-0.01331	-0.015	0.02649	-0.03457	-0.00899	-0.02492	0.01583	0.00957
1145	-0.03282	-0.00901	0.00524	-0.01489	0.03745	0.01934	0.02268	-0.0129	-0.02462	0.00697
1146	-0.03267	-0.0089	0.00513	-0.01432	0.03728	0.01937	0.0226	-0.01286	-0.02364	0.00627
1148	-0.03091	-0.01174	0.00854	-0.01206	0.03606	0.01772	0.02464	-0.01488	-0.02004	0.004
1149	-0.02679	-0.01379	0.00963	-0.00067	0.0365	0.02252	0.02521	-0.02032	0.00211	-0.0096
1150	-0.026	-0.01359	0.00915	0.0018	0.03604	0.02321	0.02444	-0.02034	0.00672	-0.01215
1151	-0.02525	-0.01396	0.00939	0.00345	0.03566	0.02343	0.02422	-0.02061	0.00947	-0.0135
1153	-0.02463	-0.01377	0.00901	0.00508	0.03493	0.02346	0.02333	-0.01999	0.01195	-0.0145
1155	-0.02337	-0.01315	0.00809	0.00821	0.03321	0.0229	0.02141	-0.01794	0.01565	-0.01551
1156	-0.02292	-0.01299	0.00779	0.00912	0.03258	0.02266	0.02068	-0.0172	0.01654	-0.01551
1157	-0.02049	-0.01143	0.00559	0.01456	0.02858	0.02079	0.01614	-0.01193	0.02142	-0.01546
1158	-0.01758	-0.00994	0.0034	0.02069	0.02449	0.01873	0.01146	-0.00632	0.02627	-0.01485
1159	-0.0147	-0.00796	0.00125	0.02724	0.02144	0.01625	0.00804	-0.00016	0.02982	-0.01369
1160	-0.01358	-0.00842	0.00132	0.02845	0.02057	0.01598	0.00699	0.00019	0.03054	-0.0128
1162	-0.0086	-0.00729	-0.00056	0.03612	0.01679	0.0127	0.00222	0.0066	0.03253	-0.00806
1164	-0.00615	-0.00672	-0.00135	0.03895	0.01546	0.01086	0.00033	0.00933	0.03168	-0.00505
1165	-0.00494	-0.00706	-0.00152	0.03923	0.01477	0.01049	-0.00074	0.00922	0.03086	-0.00331
1166	-0.00388	-0.0069	-0.00178	0.03971	0.01412	0.00963	-0.00152	0.00985	0.02949	-0.00178
1172	0.01132	-0.00651	-0.00666	0.03151	0.00839	-0.00068	-0.01046	0.00394	0.0065	0.0187
1183	0.02855	0.00563	-0.00585	0.00027	0.02234	-0.0268	-0.0143	-0.01567	-0.00303	0.01039
1186	0.03163	0.00466	-0.00842	-0.00777	0.02495	-0.03053	-0.01322	-0.02123	0.00516	0.00832
1191	0.03374	0.00513	-0.00915	-0.01366	0.0274	-0.03375	-0.01268	-0.02471	0.01064	0.00459
1195	-0.03316	-0.00814	0.00419	-0.01512	0.0373	0.01958	0.0217	-0.01205	-0.02455	0.00713
1196	-0.03315	-0.00772	0.00369	-0.0147	0.03702	0.01965	0.02119	-0.01164	-0.02362	0.00658
1197	-0.03189	-0.00876	0.00488	-0.01193	0.03622	0.01935	0.02188	-0.01271	-0.01872	0.00333
1200	-0.02705	-0.01201	0.00758	0.00012	0.03588	0.02275	0.02343	-0.01843	0.00362	-0.01034
1201	-0.02573	-0.01306	0.00848	0.00294	0.03567	0.02335	0.02374	-0.01965	0.00843	-0.01295
1204	-0.02418	-0.01318	0.00828	0.00647	0.03415	0.02321	0.0223	-0.01877	0.01354	-0.01494
1207	-0.0197	-0.00862	0.0028	0.01798	0.02629	0.01904	0.01343	-0.00683	0.02333	-0.01552
1208	-0.01766	-0.00597	0.00029	0.02339	0.02302	0.0162	0.01015	-0.00028	0.02568	-0.01489
1209	-0.01507	-0.00667	4e-04	0.02755	0.0212	0.01547	0.00812	0.00138	0.02909	-0.014
1212	-0.00887	-0.00563	-0.00114	0.03699	0.01655	0.01111	0.00291	0.0091	0.03092	-0.00856
1214	-0.00769	-0.00572	-0.00148	0.03821	0.01607	0.01073	0.00185	0.00978	0.03128	-0.00707
1215	-0.00624	-0.00621	-0.00158	0.03896	0.01541	0.01041	0.00056	0.00985	0.03097	-0.00511
1218	3e-04	0.00113	-0.0023	0.04552	0.0118	-0.00364	0.00061	0.02571	0.00874	0.00374
1219	0.00255	0.00112	-0.00286	0.04413	0.0114	-0.00486	-0.00079	0.0243	0.00592	0.00665
1220	0.00328	0.00386	-0.00269	0.04559	0.01115	-0.00879	5e-04	0.029	-0.00015	0.00726
1228	0.02101	0.00503	-0.00271	0.01768	0.01616	-0.01758	-0.01408	-0.00285	-0.01157	0.01486
1231	0.02599	0.00712	-0.00323	0.00639	0.02078	-0.0244	-0.01495	-0.01083	-0.00867	0.0103
1233	0.02852	0.00734	-0.004	0.00014	0.023	-0.02705	-0.01541	-0.01543	-0.00488	0.00757
1238	0.03272	0.00699	-0.00635	-0.01105	0.02708	-0.03219	-0.01482	-0.0231	0.00561	0.00255
1239	0.03308	0.00668	-0.00689	-0.01198	0.0274	-0.03275	-0.01457	-0.02386	0.00696	0.00262
1240	0.03336	0.00649	-0.00729	-0.01275	0.02761	-0.03319	-0.01422	-0.02427	0.00802	0.00259
1242	0.03368	0.00675	-0.00716	-0.01363	0.02823	-0.03386	-0.01452	-0.0251	0.0087	0.00168
1243	-0.0339	-0.00629	0.00193	-0.01565	0.03685	0.02001	0.01945	-0.01013	-0.02432	0.00751
1244	-0.03379	-0.00638	0.00204	-0.01541	0.03679	0.01998	0.01953	-0.01023	-0.02394	0.00724
1247	-0.03226	-0.00603	0.00164	-0.01051	0.0351	0.01998	0.01889	-0.01017	-0.01518	0.00137
1248	-0.03297	-0.00272	-0.00209	-0.01015	0.03265	0.01927	0.01471	-0.00605	-0.01314	0.00082
1251	-0.02512	-0.0121	0.00734	0.00507	0.03448	0.02306	0.02225	-0.01794	0.01123	-0.01409
1252	-0.02436	-0.01092	0.00599	0.00739	0.03276	0.02225	0.02031	-0.01547	0.01368	-0.01473
1253	-0.0227	-0.00433	-0.00064	0.01455	0.02586	0.01752	0.01278	-0.00319	0.01809	-0.0151
1257	-0.01604	-0.00436	-0.00094	0.02723	0.02057	0.01387	0.00849	0.00368	0.02685	-0.01459
1261	-0.00831	-0.00508	-0.00166	0.03795	0.01629	0.01044	0.00249	0.01027	0.03074	-0.0078
1264	-0.00343	-0.00091	-0.00229	0.04348	0.01366	0.00176	0.00164	0.02077	0.01831	-0.00138
1267	0.00198	0.00707	-0.00208	0.04826	0.01133	-0.01201	0.00333	0.03523	-0.00419	0.00514
1269	0.005	0.00693	-0.00185	0.04472	0.01152	-0.01286	0.00078	0.03068	-0.00655	0.00763
1271	0.01257	0.00113	-0.00403	0.03222	0.01131	-0.00951	-0.00829	0.01059	-0.00403	0.01596
1273	0.01791	0.00685	-0.00144	0.02364	0.01551	-0.01771	-0.01123	0.00485	-0.0131	0.01309
1275	0.02072	0.00746	-0.00115	0.01832	0.01712	-0.0196	-0.01354	-0.00071	-0.01405	0.01259
1276	0.02357	0.00852	-0.00072	0.01176	0.01908	-0.02173	-0.01523	-0.00618	-0.01331	0.00967
1277	0.02494	0.00925	-8e-04	0.00872	0.02056	-0.02394	-0.01547	-0.00827	-0.01261	0.00828
1278	0.02523	0.00917	-0.00098	0.00804	0.02083	-0.02426	-0.01557	-0.00889	-0.01207	0.00811
1281	0.0288	0.00904	-0.00241	-0.00064	0.02417	-0.02812	-0.01646	-0.0158	-0.0061	0.00471
1284	0.03185	0.00941	-0.00311	-0.00897	0.02713	-0.03103	-0.017	-0.02147	0.00062	-0.00068
1285	0.03222	0.00983	-0.00271	-0.01017	0.02749	-0.03106	-0.0173	-0.02198	0.00122	-0.00232
1289	0.0333	0.0099	-0.00302	-0.01322	0.02864	-0.03213	-0.01745	-0.02402	0.00421	-0.00453
1290	-0.03502	-0.00316	-0.00187	-0.01645	0.03513	0.02005	0.0149	-0.00633	-0.02302	0.00811
1291	-0.03475	-0.00375	-0.00116	-0.01616	0.03534	0.02	0.01569	-0.00702	-0.02292	0.00782
1293	-0.03456	-0.00268	-0.00233	-0.01477	0.03411	0.01968	0.01437	-0.00579	-0.02009	0.00604
1297	-0.03153	-0.0044	-3e-04	-0.00712	0.03306	0.01992	0.01648	-0.00838	-0.00838	-0.00253
1298	-0.03083	-0.00312	-0.0018	-0.0042	0.03153	0.01987	0.01472	-0.00696	-0.00326	-0.00545
1299	-0.02897	-0.0036	-0.00135	3e-04	0.03053	0.01971	0.01461	-0.00669	0.00261	-0.0085
1302	-0.02368	-0.00319	-0.00161	0.01305	0.02569	0.01713	0.01247	-0.00243	0.01619	-0.01467
1304	-0.01951	-0.00348	-0.00144	0.0214	0.02274	0.01515	0.01041	0.00139	0.02268	-0.01537
1308	-0.01202	-0.00301	-0.00179	0.03448	0.01774	0.01018	0.00614	0.00999	0.02771	-0.0119
1309	-0.01038	-0.00332	-0.00198	0.03656	0.01679	0.00967	0.00462	0.0111	0.02878	-0.01029
1315	0.00057	0.00841	-0.00194	0.04939	0.01126	-0.01283	0.0051	0.03781	-0.00493	0.00326
1317	0.00154	0.00892	-0.00171	0.04917	0.01121	-0.01386	0.00475	0.038	-0.00686	0.00418
1319	0.0034	0.00955	-0.00121	0.04756	0.01135	-0.01511	0.00362	0.03645	-0.00946	0.00554
1325	0.02205	0.01199	0.00183	0.01452	0.01878	-0.02284	-0.01337	-0.00116	-0.01757	0.00692
1326	0.02191	0.01032	0.00078	0.01573	0.01866	-0.02215	-0.01415	-0.00167	-0.01689	0.00938
1329	0.02622	0.01132	0.00073	0.00534	0.02216	-0.0256	-0.0164	-0.01	-0.01301	0.00416
1330	0.02723	0.01171	0.00094	0.00275	0.02313	-0.02627	-0.0171	-0.01186	-0.01181	0.00214
1332	0.02975	0.01132	-0.00018	-0.00371	0.02545	-0.02851	-0.01781	-0.01693	-0.00636	-0.00095
1333	0.03076	0.01143	-0.00029	-0.00645	0.02646	-0.02924	-0.0183	-0.0189	-0.00419	-0.00298
1335	0.03193	0.01212	0.00023	-0.00988	0.02765	-0.02975	-0.01909	-0.0209	-0.00196	-0.00668
1336	0.03253	0.01207	-3e-05	-0.01159	0.02822	-0.03028	-0.01909	-0.02202	-0.00019	-0.00774
1337	0.03262	0.0121	-2e-05	-0.01188	0.02827	-0.03028	-0.0191	-0.02214	4e-05	-0.00801
1338	0.03285	0.0115	-0.00083	-0.01235	0.02846	-0.03084	-0.01877	-0.02282	0.00127	-0.00719
1342	-0.03562	-0.00041	-0.00513	-0.01627	0.03255	0.01937	0.01053	-0.00277	-0.01995	0.00757
1346	-0.03401	0.00157	-0.00701	-0.01008	0.02908	0.0182	0.00878	-0.00083	-0.01007	0.00027
1347	-0.0338	0.00278	-0.00822	-0.00873	0.02751	0.01751	0.00739	0.00057	-0.0077	-0.0012
1348	-0.03301	0.00231	-0.00756	-0.0069	0.02738	0.01735	0.00832	2e-05	-0.00594	-0.00281
1353	-0.02395	-5e-05	-0.00419	0.01381	0.02264	0.01447	0.01034	0.0016	0.01508	-0.01464
1354	-0.02196	0.00084	-0.00441	0.01835	0.02059	0.01228	0.00997	0.00452	0.01685	-0.01544
1357	-0.01403	-0.00182	-0.00237	0.03191	0.01826	0.01019	0.00735	0.00957	0.02567	-0.01328
1359	-0.01169	-0.00085	-0.00287	0.03601	0.01616	0.00765	0.00599	0.01331	0.0256	-0.01176
1360	-0.01017	-0.00149	-0.00265	0.03755	0.0159	0.0074	0.00492	0.01396	0.026	-0.01004
1361	-0.00779	0.00486	-0.00334	0.04189	0.01312	-0.00244	0.00668	0.02575	0.01125	-0.007
1363	-0.00217	0.00793	-0.00238	0.04803	0.0116	-0.01043	0.00615	0.03576	-0.00084	-1e-04
1364	-3e-04	0.00848	-0.00204	0.04917	0.01131	-0.01235	0.00561	0.0376	-0.00402	0.00217
1365	0.00048	0.00891	-0.00191	0.04946	0.01111	-0.01333	0.00545	0.03833	-0.00572	0.00307
1368	0.00234	0.00994	-0.00133	0.04866	0.0111	-0.01518	0.00475	0.03818	-0.00926	0.00461
1371	0.00717	0.0109	-9e-05	0.04208	0.01202	-0.0171	0.00082	0.03056	-0.01366	0.00699
1372	0.0146	0.01077	0.00099	0.02902	0.01442	-0.01857	-0.00679	0.01401	-0.01628	0.00924
1375	0.02002	0.01071	0.00108	0.01935	0.01734	-0.0212	-0.01223	0.0025	-0.01758	0.00968
1376	0.02175	0.0108	0.00121	0.01585	0.01843	-0.02197	-0.01392	-0.0012	-0.01739	0.00894
1377	0.02275	0.01149	0.00178	0.01355	0.01928	-0.02261	-0.01483	-0.0029	-0.01747	0.00717
1379	0.02617	0.01318	0.00275	0.00486	0.02207	-0.02488	-0.01685	-0.00912	-0.01485	0.00112
1382	0.02938	0.01411	0.0032	-0.00359	0.02522	-0.02677	-0.01907	-0.01509	-0.00981	-0.00577
1385	0.03158	0.014	0.0026	-0.00956	0.02731	-0.02824	-0.01995	-0.01936	-0.00448	-0.00988
1391	-0.03651	0.00183	-0.00786	-0.01733	0.0308	0.01893	0.0068	0.00019	-0.01921	0.00861
1395	-0.03527	0.00357	-0.00943	-0.01243	0.02774	0.0177	0.00539	0.00184	-0.0115	0.00269
1398	-0.03366	0.00402	-0.0094	-0.00771	0.02577	0.0165	0.00603	0.00205	-0.00612	-0.00215
1401	-0.02899	0.00368	-0.00813	0.00376	0.02228	0.01407	0.00742	0.00317	0.00513	-0.00992
1403	-0.02641	0.00348	-0.00735	0.00985	0.02031	0.01256	0.00815	0.0039	0.0107	-0.0136
1404	-0.02366	0.00327	-0.00652	0.0157	0.01907	0.01095	0.00866	0.00606	0.01382	-0.01487
1407	-0.01789	0.00521	-0.00589	0.02785	0.01434	0.00457	0.00927	0.01345	0.01584	-0.01603
1408	-0.01628	0.00586	-0.00593	0.03086	0.01291	0.00267	0.00887	0.01585	0.01578	-0.01551
1409	-0.01511	0.0062	-0.00574	0.03292	0.01239	0.00143	0.00888	0.01764	0.01521	-0.01493
1410	-0.01461	0.00646	-0.00564	0.03358	0.01229	0.00073	0.00885	0.01864	0.0142	-0.01434
1414	-0.00063	0.01017	-0.00194	0.04949	0.0107	-0.01406	0.00683	0.03938	-0.00669	0.00155
1415	0.00012	0.01023	-0.00178	0.04971	0.01071	-0.01458	0.00647	0.03971	-0.00764	0.00243
1416	0.00055	0.01031	-0.00163	0.04958	0.01075	-0.01483	0.00624	0.03959	-0.00819	0.00284
1417	0.00133	0.01041	-0.00144	0.04934	0.01078	-0.01525	0.0058	0.03936	-0.00911	0.00361
1420	0.00314	0.01121	-0.00079	0.04814	0.01093	-0.01664	0.00489	0.03847	-0.01197	0.00492
1421	0.0047	0.01116	-0.00052	0.04609	0.01124	-0.01697	0.00347	0.03586	-0.01294	0.00592
1422	0.01134	0.01185	0.00109	0.03465	0.01314	-0.01848	-0.00293	0.02189	-0.01647	0.00771
1427	0.02354	0.01536	0.00495	0.01005	0.01942	-0.02306	-0.0145	-0.00317	-0.01979	0.00154
1428	0.02424	0.01495	0.00468	0.00879	0.02018	-0.02334	-0.01547	-0.0046	-0.01901	0.00113
1434	0.0309	0.01645	0.00579	-0.00853	0.02656	-0.02595	-0.02099	-0.01691	-0.00836	-0.01353
1437	0.03217	0.01719	0.00669	-0.01238	0.02777	-0.02553	-0.02244	-0.01891	-0.00562	-0.01866
1439	0.03233	0.01836	0.0082	-0.01327	0.02783	-0.02443	-0.02325	-0.01855	-0.00615	-0.02178
1440	-0.03736	0.00428	-0.01084	-0.01815	0.02858	0.0183	0.00255	0.00348	-0.01762	0.00936
1441	-0.03716	0.00405	-0.0105	-0.01773	0.02861	0.01823	0.00306	0.00309	-0.01733	0.00886
1444	-0.03654	0.00513	-0.01147	-0.01513	0.0269	0.01748	0.00231	0.00413	-0.01345	0.00563
1448	-0.03375	0.00527	-0.01062	-0.00733	0.02412	0.01558	0.00455	0.00338	-0.00512	-0.00265
1450	-0.03112	0.0053	-0.00993	-0.00067	0.02165	0.01378	0.00568	0.00368	0.00132	-0.00781
1457	-0.01825	0.0069	-0.00677	0.02745	0.01239	0.00284	0.00926	0.014	0.01406	-0.01635
1458	-0.01672	0.00755	-0.00672	0.03019	0.01112	0.00096	0.00903	0.01627	0.01358	-0.01576
1459	-0.01596	0.00752	-0.00644	0.03147	0.01099	0.00043	0.00909	0.0171	0.01351	-0.01544
1460	-0.0091	0.00711	-0.00389	0.04089	0.01195	-0.00429	0.00824	0.02677	0.00797	-0.00839
