Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
1005	0.00757	-0.03002	0.00895	0.01853	0.02086	0.0297	-0.00029	0.01343	0.02537	-0.01603
1006	0.00783	-0.02953	0.00891	0.01871	0.0198	0.02928	-0.00118	0.01322	0.02575	-0.01802
1007	0.00802	-0.02904	0.00879	0.01894	0.01882	0.02896	-0.00212	0.01306	0.02606	-0.01984
1009	0.00834	-0.02804	0.00844	0.01929	0.0169	0.02821	-0.00395	0.01266	0.0262	-0.02276
1010	0.00959	-0.02595	0.00827	0.01916	0.01289	0.02541	-0.00693	0.01137	0.02633	-0.02585
1012	0.01478	-0.01754	0.00744	0.01727	-0.00292	0.0133	-0.01848	0.00647	0.02433	-0.0338
1013	0.01233	-0.0168	0.00547	0.0201	-0.00237	0.0149	-0.01807	0.00443	0.02365	-0.03329
1014	0.01362	-0.01515	0.00538	0.01931	-0.00491	0.0126	-0.02	0.00415	0.02361	-0.03313
1015	0.01202	-0.0127	0.00334	0.02193	-0.00678	0.01178	-0.0207	0.00076	0.02243	-0.03162
1016	0.01141	-0.01161	0.00249	0.02283	-0.00736	0.01132	-0.02078	-0.00044	0.02182	-0.03028
1017	0.0138	-0.00854	0.00197	0.02132	-0.00975	0.00798	-0.02321	0.00083	0.02341	-0.02719
1021	0.01226	0.00015	-0.00239	0.02465	-0.01178	0.00147	-0.02173	-0.00359	0.02093	-0.01447
1023	0.01279	0.00773	-0.00598	0.02369	-0.01059	-0.00448	-0.01912	-0.00193	0.01804	-0.00287
1025	0.0128	0.01064	-0.00699	0.02332	-0.0088	-0.00717	-0.01704	-3e-04	0.01667	0.00024
1027	0.01207	0.01396	-0.0079	0.02375	-0.00578	-0.01053	-0.01361	0.0014	0.01459	0.00255
1030	0.01112	0.02106	-0.01045	0.02319	0.00327	-0.01702	-0.00409	0.00675	0.009	0.0028
1031	0.01155	0.02255	-0.01129	0.02195	0.00535	-0.01792	-0.00211	0.00856	0.00768	0.00239
1032	0.01135	0.02457	-0.01204	0.02142	0.00844	-0.01961	0.00103	0.01032	0.00561	0.00139
1033	0.01155	0.02553	-0.01252	0.02061	0.01014	-0.02019	0.0026	0.01154	0.00442	0.00033
1034	0.01174	0.02591	-0.01279	0.02015	0.01075	-0.02035	0.00315	0.01209	0.00402	2e-05
1035	0.01155	0.02764	-0.01332	0.01944	0.0138	-0.02172	0.00611	0.01377	0.00174	-0.00179
1036	0.01124	0.02879	-0.01338	0.01915	0.01601	-0.02293	0.00791	0.0152	-1e-05	-0.00305
1038	0.01237	0.03011	-0.01515	0.01628	0.01823	-0.02191	0.01117	0.01557	-0.0017	-0.00593
1041	0.01175	0.03219	-0.015	0.01541	0.02258	-0.024	0.01438	0.0183	-0.00561	-0.00893
1042	0.01186	0.03263	-0.0153	0.01489	0.02349	-0.0241	0.01538	0.01867	-0.0064	-0.00994
1045	0.00992	0.03355	-0.01297	0.01752	0.02614	-0.02838	0.01492	0.02248	-0.00902	-0.00975
1046	0.00523	-0.03678	0.01096	0.01151	0.03655	0.02847	0.0181	0.01148	0.01411	0.03761
1053	0.00603	-0.03087	0.00788	0.01827	0.0232	0.03087	0.00086	0.01384	0.02174	-0.01078
1054	0.00652	-0.03022	0.00804	0.01874	0.02165	0.03052	-0.00032	0.01363	0.02328	-0.01475
1058	0.00672	-0.02874	0.00741	0.01969	0.01868	0.02983	-0.00311	0.013	0.02386	-0.02075
1059	0.00735	-0.02789	0.00748	0.01973	0.01691	0.02875	-0.0044	0.0125	0.02443	-0.02292
1060	0.00787	-0.02691	0.00736	0.01974	0.01505	0.02748	-0.00577	0.01184	0.02447	-0.02439
1063	0.01284	-0.01674	0.00585	0.01916	-0.00351	0.01378	-0.01853	0.00424	0.02228	-0.03375
1072	0.00995	0.00308	-0.00385	0.02762	-0.01185	-0.00075	-0.0191	-0.00749	0.01869	-0.00963
1073	0.01046	0.00836	-0.0057	0.02682	-0.00988	-0.00566	-0.01692	-0.00464	0.01704	-0.0026
1075	0.01045	0.01173	-0.00661	0.02647	-0.00768	-0.00902	-0.01465	-0.00238	0.01559	0.00089
1076	0.01045	0.01306	-0.00701	0.02618	-0.00662	-0.01029	-0.01357	-0.00134	0.01482	0.00209
1080	0.00986	0.01999	-0.0094	0.02541	0.00166	-0.01693	-0.0052	0.00443	0.0096	0.00355
1082	0.00987	0.02427	-0.01067	0.02362	0.00812	-0.02077	4e-04	0.00973	0.00551	0.00226
1083	0.0104	0.02545	-0.01144	0.02225	0.01012	-0.02129	0.00219	0.01139	0.00421	0.00104
1085	0.0104	0.0288	-0.01242	0.02021	0.01616	-0.0239	0.0074	0.01555	-0.00034	-0.00236
1087	0.0102	0.03034	-0.01254	0.01932	0.01921	-0.02529	0.00968	0.0177	-0.00289	-0.00425
1088	0.01031	0.03129	-0.01297	0.01837	0.02109	-0.02567	0.01153	0.01859	-0.00448	-0.00596
1093	0.00935	0.03345	-0.01216	0.01809	0.026	-0.02881	0.01414	0.02258	-0.00903	-0.00891
1096	0.00091	-0.03614	0.00554	0.01327	0.03707	0.03247	0.01195	0.01414	0.00361	0.03416
1099	0.00132	-0.0348	0.00523	0.01473	0.0337	0.0326	0.00853	0.01425	0.00628	0.02218
1101	0.00315	-0.03181	0.00548	0.01794	0.02626	0.03253	0.00168	0.01433	0.0145	-0.00286
1102	0.00386	-0.03081	0.00563	0.01904	0.02394	0.03257	-0.00047	0.01435	0.01731	-0.01029
1104	0.00505	-0.03001	0.00645	0.01947	0.02178	0.03166	-0.00151	0.01387	0.02057	-0.01544
1105	0.00553	-0.02937	0.00663	0.01973	0.02029	0.03097	-0.00235	0.01338	0.02166	-0.01821
1108	0.00598	-0.02787	0.00635	0.0202	0.01712	0.02934	-0.00441	0.01206	0.02197	-0.02243
1110	0.00578	-0.02048	0.00267	0.02198	0.00381	0.02103	-0.01316	0.0041	0.01524	-0.03034
1116	0.00585	-0.00667	-0.00146	0.03009	-0.01026	0.00903	-0.01815	-0.01129	0.0165	-0.02324
1117	0.00535	-0.00539	-0.00207	0.03095	-0.01069	0.00802	-0.01774	-0.01254	0.01593	-0.0213
1122	0.00656	0.00715	-0.00504	0.03163	-0.01123	-0.00469	-0.01445	-0.01235	0.01496	-0.00296
1125	0.00851	0.01592	-0.00727	0.02811	-0.00371	-0.01366	-0.0096	-0.00122	0.01236	0.0038
1129	0.00892	0.02266	-0.00961	0.02583	0.00541	-0.02008	-0.00175	0.00694	0.00723	0.00365
1131	0.00948	0.02538	-0.01058	0.02352	0.01007	-0.0221	0.00184	0.01121	0.00403	0.00166
1132	0.00907	0.02787	-0.01075	0.02247	0.01457	-0.02457	0.00526	0.01466	0.00056	-0.00022
1133	0.0091	0.02887	-0.01096	0.0217	0.01647	-0.02533	0.00671	0.01608	-0.00093	-0.00136
1135	0.00922	0.03054	-0.01147	0.02024	0.01969	-0.02635	0.00941	0.01817	-0.00355	-0.00367
1136	0.00925	0.03136	-0.01167	0.0197	0.02142	-0.02708	0.0107	0.01944	-0.00497	-0.00499
1139	0.00842	0.03313	-0.01084	0.01935	0.02542	-0.02958	0.0126	0.0227	-0.00871	-0.00725
1140	0.00796	0.03349	-0.0103	0.01963	0.02632	-0.03046	0.01271	0.0236	-0.00962	-0.00745
1141	0.00808	0.03362	-0.01046	0.01934	0.02658	-0.03039	0.013	0.02369	-0.00984	-0.00784
1143	-0.00095	-0.03629	0.00345	0.01339	0.03826	0.03381	0.01055	0.01506	-0.00149	0.03662
1144	-0.0016	-0.03587	0.00248	0.01388	0.03742	0.03421	0.00883	0.0153	-0.00279	0.03309
1147	-0.00324	-0.03439	-0.00011	0.01554	0.03435	0.03525	0.00366	0.01585	-0.00543	0.02133
1152	0.00457	-0.03001	0.00602	0.0195	0.02187	0.03178	-0.00157	0.01378	0.01945	-0.01508
1154	0.00546	-0.02904	0.00642	0.01992	0.01962	0.03077	-0.0029	0.01313	0.02151	-0.01936
1161	0.00322	-0.01526	-0.00076	0.02691	-0.00321	0.01764	-0.01608	-0.00465	0.01141	-0.03185
1163	0.00374	-0.0111	-0.0011	0.02952	-0.00765	0.01369	-0.01674	-0.01024	0.0133	-0.02783
1167	0.00371	-0.00159	-0.0034	0.03356	-0.01268	0.00467	-0.01577	-0.01762	0.01406	-0.01428
1168	0.00457	0.00064	-0.00376	0.03334	-0.01244	0.00226	-0.01572	-0.01646	0.01482	-0.0117
1169	0.00484	0.00224	-0.00411	0.03328	-0.01229	6e-04	-0.01536	-0.01598	0.0148	-0.00949
1170	0.00506	0.00494	-0.00462	0.03324	-0.01218	-0.00227	-0.01436	-0.01566	0.01437	-0.00535
1171	0.0048	0.00759	-0.00511	0.03347	-0.01177	-0.00509	-0.01276	-0.01565	0.01334	-0.00119
1173	0.00744	0.01456	-0.00646	0.02963	-0.00533	-0.0126	-0.01035	-0.00398	0.0128	0.00362
1174	0.00502	0.01346	-0.00616	0.03231	-0.00742	-0.01133	-0.00883	-0.01041	0.01098	0.00436
1175	0.00712	0.01787	-0.00709	0.02909	-0.00159	-0.01604	-0.00701	-0.00057	0.01056	0.00506
1176	0.00737	0.01929	-0.00762	0.02833	0.00037	-0.01732	-0.00544	0.00141	0.00944	0.00498
1177	0.00735	0.02147	-0.00822	0.02762	0.00348	-0.01944	-0.00282	0.00412	0.00757	0.00476
1178	0.00747	0.02264	-0.0085	0.02692	0.00526	-0.02052	-0.00153	0.00594	0.0065	0.0045
1179	0.00763	0.02435	-0.00877	0.02582	0.00821	-0.02218	0.00033	0.00893	0.00458	0.0036
1180	0.00797	0.02561	-0.00928	0.02485	0.01042	-0.02321	0.00193	0.011	0.0032	0.00258
1181	0.00814	0.02693	-0.00964	0.02399	0.0128	-0.02443	0.0036	0.01319	0.0016	0.0015
1182	0.00776	0.02804	-0.00937	0.02357	0.01494	-0.02568	0.0049	0.01493	-0.00019	7e-04
1184	0.00784	0.03016	-0.00975	0.0222	0.0191	-0.02762	0.00777	0.01832	-0.00339	-0.00178
1185	0.00745	0.03062	-0.00934	0.02219	0.02008	-0.02831	0.00815	0.0191	-0.00432	-0.00207
1187	0.00765	0.0322	-0.00975	0.02089	0.02346	-0.02958	0.01051	0.02161	-0.00715	-0.00476
1188	0.00731	0.03269	-0.00936	0.02088	0.0246	-0.03038	0.01091	0.02259	-0.00824	-0.0053
1189	0.0072	0.03316	-0.00927	0.02064	0.02566	-0.03092	0.01149	0.02343	-0.00921	-0.00602
1190	0.00726	0.03363	-0.00936	0.02023	0.02673	-0.0313	0.01216	0.02421	-0.01014	-0.00698
1192	0.0066	0.03399	-0.00852	0.02069	0.02767	-0.03239	0.012	0.02524	-0.01113	-0.00697
1193	-0.0039	-0.03601	-0.00012	0.01367	0.03858	0.03518	0.00704	0.01605	-0.00928	0.0357
1194	-0.00423	-0.03565	-0.00062	0.01386	0.03765	0.035	0.00602	0.01589	-0.00968	0.03275
1198	-0.00479	-0.03373	-0.00204	0.01584	0.03294	0.0352	0.00126	0.01567	-0.00894	0.01713
1199	0.00069	-0.03185	0.00283	0.01803	0.02713	0.03368	7e-05	0.01488	0.00813	-0.00113
1202	0.00296	-0.03019	0.00459	0.01954	0.02262	0.03244	-0.00166	0.01375	0.01562	-0.01308
1203	0.00332	-0.02913	0.00458	0.02021	0.02018	0.03156	-0.00299	0.01277	0.01686	-0.01779
1205	0.00363	-0.02839	0.00454	0.02047	0.01865	0.03075	-0.00393	0.0121	0.0173	-0.01983
1206	0.00222	-0.02709	0.00293	0.02096	0.01605	0.02945	-0.00528	0.01006	0.01364	-0.02176
1210	-0.00073	-0.01665	-0.00279	0.0278	-0.00124	0.02001	-0.01382	-0.00581	0.0052	-0.03048
1211	0.00051	-0.01502	-0.0022	0.02865	-0.00313	0.01822	-0.0145	-0.00757	0.00781	-0.02972
1213	0.00087	-0.01232	-0.00267	0.03061	-0.00571	0.01602	-0.01541	-0.01069	0.0092	-0.02851
1216	0.00239	-0.00568	-0.00295	0.03342	-0.01082	0.00913	-0.01573	-0.0167	0.01262	-0.02031
1217	0.00278	-0.0027	-0.00331	0.03413	-0.01254	0.00595	-0.01533	-0.01865	0.01315	-0.0155
1221	0.00053	0.00805	-0.00473	0.03696	-0.01492	-0.00539	-0.00887	-0.02517	0.0088	0.00471
1222	0.00625	0.01372	-0.00606	0.03107	-0.00632	-0.01183	-0.01007	-0.00675	0.0124	0.00347
1223	0.00604	0.01541	-0.00624	0.03095	-0.00467	-0.01371	-0.00866	-0.00512	0.01152	0.00465
1224	0.00584	0.01702	-0.00625	0.03048	-0.00281	-0.01542	-0.00726	-0.00302	0.01049	0.00545
1225	0.00582	0.01841	-0.00655	0.03009	-0.00122	-0.01685	-0.00591	-0.00142	0.00959	0.00604
1226	0.00562	0.01947	-0.0067	0.02995	0.00019	-0.01799	-0.00465	-0.00029	0.00859	0.00621
1227	0.00594	0.02126	-0.00717	0.02883	0.00294	-0.01969	-0.00282	0.00274	0.00709	0.00578
1229	0.00611	0.02432	-0.00754	0.02705	0.00801	-0.02274	0.00035	0.00798	0.00393	0.00462
1230	0.00645	0.02558	-0.00791	0.02617	0.01026	-0.02396	0.00169	0.01037	0.00266	0.00373
1232	0.00627	0.02842	-0.00784	0.02443	0.01561	-0.02681	0.00478	0.01529	-0.00128	0.00157
1234	0.00631	0.03043	-0.008	0.02306	0.01967	-0.02871	0.00721	0.01872	-0.0044	-0.00077
1235	0.00622	0.03089	-0.00786	0.02279	0.02065	-0.02921	0.00764	0.01954	-0.0052	-0.00129
1236	0.00619	0.03176	-0.0079	0.02228	0.02253	-0.03013	0.00877	0.02109	-0.00679	-0.00257
1237	0.00615	0.03237	-0.00785	0.0219	0.02391	-0.03078	0.00945	0.02219	-0.00796	-0.00355
1241	0.0051	0.03415	-0.00644	0.02121	0.02801	-0.03306	0.0106	0.0254	-0.01183	-0.00573
1245	-0.00653	-0.03513	-0.00336	0.01392	0.03679	0.03514	0.00319	0.01593	-0.01518	0.02986
1246	-0.00551	-0.03436	-0.00259	0.01511	0.0347	0.03538	0.00206	0.01593	-0.01156	0.02251
1249	-0.01021	-0.0308	-0.00765	0.01608	0.02551	0.0317	-0.00327	0.01134	-0.02007	0.005
1250	0.00092	-0.02989	0.00258	0.0195	0.02221	0.03239	-0.00252	0.01317	0.01057	-0.01264
1254	-0.00431	-0.02455	-0.00338	0.02175	0.01143	0.02705	-0.0076	0.0047	-0.0027	-0.02106
1255	-0.00403	-0.02331	-0.00338	0.02259	0.00908	0.02585	-0.00838	0.00297	-0.0018	-0.02316
1256	-0.00265	-0.01937	-0.00337	0.02599	0.00286	0.02262	-0.01144	-0.00267	0.00156	-0.02782
1258	-0.0018	-0.01681	-0.00342	0.02792	-0.00096	0.02034	-0.01328	-0.00614	0.00349	-0.02983
1259	-0.00075	-0.015	-0.00306	0.02953	-0.00306	0.01887	-0.01427	-0.00855	0.00604	-0.03
1260	-0.00052	-0.01407	-0.00296	0.03013	-0.00425	0.0179	-0.01439	-0.01	0.00669	-0.02917
1262	0.00173	-0.01007	-0.00261	0.03155	-0.00759	0.01367	-0.01586	-0.0126	0.01098	-0.02629
1263	-0.00398	-0.00256	-0.00376	0.03862	-0.01817	0.00619	-0.00909	-0.03359	0.00462	-0.00614
1265	-0.00698	0.00298	-0.00428	0.04224	-0.0226	0.00056	-0.0046	-0.04349	0.00106	0.00739
1266	-0.0058	0.00439	-0.00419	0.04172	-0.02158	-0.00095	-0.00513	-0.04107	0.00257	0.00803
1268	-0.00602	0.00663	-0.00416	0.04186	-0.02101	-0.00333	-0.00392	-0.0406	0.00216	0.01129
1270	-0.00074	0.01009	-0.00479	0.03767	-0.01422	-0.00754	-0.00656	-0.02584	0.00695	0.00795
1272	0.00452	0.01877	-0.00578	0.03058	-0.00114	-0.01724	-0.00511	-0.00213	0.0087	0.0071
1274	0.00437	0.02137	-0.00604	0.02949	0.0026	-0.0199	-0.0024	0.00167	0.00633	0.00715
1279	0.00511	0.02859	-0.00656	0.02481	0.01584	-0.02727	0.00447	0.01529	-0.00193	0.00242
1280	0.0047	0.02955	-0.00614	0.02433	0.01771	-0.02828	0.00538	0.0168	-0.00354	0.00174
1282	0.00476	0.03115	-0.00615	0.02325	0.02109	-0.02989	0.00707	0.01972	-0.0061	-3e-04
1283	0.00435	0.03207	-0.00559	0.02281	0.02312	-0.03097	0.00773	0.02132	-0.00788	-0.00131
1286	0.00422	0.0338	-0.00528	0.0218	0.02716	-0.03295	0.00935	0.02463	-0.01131	-0.0042
1287	0.00423	0.03398	-0.00527	0.02162	0.02759	-0.0331	0.00955	0.02494	-0.01167	-0.00457
1288	0.00437	0.03423	-0.00544	0.02141	0.02819	-0.03334	0.00994	0.02545	-0.01216	-0.00519
1292	-0.00806	-0.03511	-0.00512	0.01356	0.03708	0.03518	0.00182	0.01609	-0.01914	0.03044
1294	-0.00794	-0.03413	-0.00528	0.01464	0.03449	0.03514	1e-04	0.01574	-0.01758	0.02241
1295	-0.01043	-0.03362	-0.00789	0.0139	0.03324	0.03384	-0.00156	0.01466	-0.02327	0.02119
1296	-0.00769	-0.03304	-0.0051	0.0155	0.03146	0.03436	-0.00084	0.01466	-0.01567	0.01517
1300	-0.00629	-0.02808	-0.00431	0.01909	0.01853	0.03006	-0.00491	0.00896	-0.00759	-0.01186
1301	-0.00613	-0.02745	-0.00425	0.01959	0.01717	0.02957	-0.0053	0.00814	-0.00699	-0.01379
1303	-0.00817	-0.02402	-0.00644	0.0214	0.01019	0.02607	-0.00721	0.00256	-0.01102	-0.01892
1305	-0.01091	-0.0229	-0.00826	0.02067	0.00707	0.02398	-0.00639	5e-04	-0.01616	-0.01903
1306	-0.00297	-0.01825	-0.00389	0.02688	0.00109	0.02168	-0.01213	-0.00451	0.00105	-0.02857
1307	-0.00188	-0.01645	-0.00353	0.02838	-0.00142	0.02013	-0.01338	-0.00687	0.00357	-0.02987
1310	-0.00017	-0.01212	-0.00287	0.03154	-0.00647	0.01602	-0.01455	-0.01297	0.00798	-0.02735
1311	-0.00011	-0.0102	-0.00295	0.03273	-0.00843	0.01409	-0.01436	-0.01578	0.00861	-0.02466
1312	-0.00822	-0.00037	-0.00434	0.04151	-0.02286	0.00405	-0.00456	-0.04377	-0.00073	0.00335
1313	-0.00898	0.00116	-0.00443	0.04249	-0.02407	0.00251	-0.0034	-0.04642	-0.00156	0.00702
1314	-0.00913	0.00188	-0.00436	0.04282	-0.02441	0.00181	-0.00301	-0.04717	-0.0016	0.00846
1316	-0.00813	0.00442	-0.00409	0.04297	-0.02367	-0.00079	-0.00302	-0.04585	-5e-05	0.01119
1318	-0.00725	0.00588	-0.00403	0.04253	-0.02248	-0.0024	-0.00319	-0.04352	0.00098	0.01201
1320	-0.00548	0.00803	-0.00402	0.04098	-0.01958	-0.00484	-0.00374	-0.03769	0.00266	0.01195
1321	-0.0016	0.01243	-0.0043	0.03706	-0.01211	-0.00997	-0.00463	-0.02343	0.00547	0.01022
1322	0.00351	0.01884	-0.00515	0.03081	-0.0014	-0.01722	-0.00464	-0.00293	0.00808	0.00792
1323	0.00336	0.01993	-0.00525	0.03047	6e-05	-0.01835	-0.00347	-0.00156	0.00708	0.00815
1324	0.00333	0.02135	-0.00524	0.02962	0.00219	-0.01976	-0.00219	0.00094	0.00589	0.00806
1327	0.00327	0.02579	-0.005	0.02705	0.01006	-0.02442	0.00171	0.00905	0.00096	0.00608
1328	0.00323	0.02764	-0.00481	0.0259	0.01356	-0.02637	0.0033	0.01258	-0.00137	0.00485
1331	0.00308	0.03071	-0.00425	0.02402	0.01994	-0.02967	0.00578	0.01839	-0.00591	0.00178
1334	0.00312	0.03277	-0.00392	0.02263	0.02461	-0.03183	0.00736	0.02225	-0.00947	-0.00135
1339	0.00256	0.03462	-0.00292	0.02171	0.02904	-0.03415	0.00849	0.02582	-0.01336	-0.00418
1340	-0.00991	-0.03521	-0.00728	0.01283	0.03771	0.03499	0.00018	0.01626	-0.02391	0.03195
1341	-0.00973	-0.03506	-0.00708	0.01308	0.03727	0.03503	0.00014	0.01619	-0.02331	0.03068
1343	-0.01049	-0.03445	-0.00793	0.01322	0.03559	0.03437	-0.00091	0.01551	-0.02435	0.02677
1344	-0.01092	-0.0339	-0.00845	0.01336	0.03404	0.03372	-0.00175	0.01487	-0.02457	0.02313
1345	-0.01098	-0.03364	-0.0085	0.01357	0.0333	0.03353	-0.00196	0.01455	-0.02447	0.02151
1349	-0.0129	-0.02939	-0.01012	0.0156	0.02164	0.02908	-0.00448	0.00875	-0.02468	0.00042
1350	-0.0129	-0.02818	-0.01007	0.01636	0.01857	0.02797	-0.00493	0.00718	-0.02365	-0.00455
1351	-0.01283	-0.02727	-0.00987	0.01696	0.01627	0.02719	-0.00499	0.00605	-0.02268	-0.00784
1352	-0.0132	-0.02602	-0.01008	0.01762	0.01333	0.02593	-0.00521	0.00422	-0.02265	-0.01092
1355	-0.01291	-0.02316	-0.00944	0.01949	0.00693	0.02348	-0.00526	0.00052	-0.01981	-0.01728
1356	-0.00436	-0.01849	-0.00471	0.02645	0.0012	0.02172	-0.01139	-0.00467	-0.00157	-0.02757
1358	-0.00196	-0.015	-0.0036	0.02939	-0.00331	0.01873	-0.01332	-0.00921	0.00412	-0.02869
1362	-0.01028	0.00042	-0.0046	0.04219	-0.02485	0.00322	-0.00236	-0.04741	-0.00331	0.0073
1366	-0.00916	0.004	-0.00407	0.04299	-0.02451	-0.00029	-0.00216	-0.04717	-0.00124	0.01178
1367	-0.00849	0.00517	-0.00394	0.04279	-0.02372	-0.00151	-0.00233	-0.04568	-0.00033	0.01256
1369	-0.00813	0.00636	-0.00372	0.04235	-0.02276	-0.00272	-0.00218	-0.0439	0.00016	0.0134
1370	-0.00735	0.00745	-0.00368	0.04169	-0.02145	-0.00394	-0.00239	-0.0413	0.00096	0.01358
1373	0.00123	0.0201	-0.00381	0.0308	-0.00045	-0.01824	-0.00259	-0.00314	0.00574	0.0099
1374	0.00021	0.02041	-0.00343	0.03141	-0.00031	-0.01862	-0.00162	-0.00433	0.00437	0.01071
1378	0.00122	0.02768	-0.00285	0.02602	0.01318	-0.02622	0.00311	0.01168	-0.00218	0.00642
1380	0.00205	0.03036	-0.00309	0.02446	0.01902	-0.02932	0.0049	0.01729	-0.00563	0.00313
1381	0.00204	0.03091	-0.00298	0.02405	0.02023	-0.02987	0.00532	0.01833	-0.00651	0.00241
1383	0.00168	0.0324	-0.00216	0.02299	0.02355	-0.03134	0.00601	0.02093	-0.00909	0.00053
1384	0.00173	0.03292	-0.00213	0.02272	0.02479	-0.032	0.00643	0.02201	-0.01006	-0.00033
1386	0.0013	0.03407	-0.00132	0.022	0.0275	-0.03325	0.00687	0.02404	-0.01237	-0.00202
1387	0.00112	0.03445	-0.001	0.02181	0.02843	-0.03373	0.00698	0.02475	-0.01318	-0.00258
1388	0.00131	0.0347	-0.00119	0.0217	0.02909	-0.0341	0.00731	0.02538	-0.01369	-0.00322
1389	0.00137	0.03474	-0.00127	0.02167	0.02918	-0.03414	0.00739	0.02547	-0.01375	-0.00335
1390	-0.01189	-0.03504	-0.00961	0.0121	0.03748	0.03428	-0.0019	0.01603	-0.02842	0.03129
1392	-0.01155	-0.03467	-0.00919	0.01244	0.0363	0.03395	-0.00181	0.01558	-0.02687	0.02848
1393	-0.01136	-0.03441	-0.00894	0.01285	0.03557	0.03404	-0.00173	0.01539	-0.02636	0.0268
1394	-0.01138	-0.03395	-0.00889	0.01317	0.03421	0.03364	-0.00185	0.01482	-0.02582	0.02391
1396	-0.01239	-0.0325	-0.00988	0.01363	0.03009	0.03187	-0.00316	0.01281	-0.02638	0.0158
1397	-0.01273	-0.03145	-0.01017	0.01402	0.02713	0.03056	-0.00382	0.01137	-0.02573	0.01014
1399	-0.01345	-0.02935	-0.01063	0.01509	0.0214	0.02842	-0.00458	0.00848	-0.02534	0.00053
1400	-0.01375	-0.02831	-0.01079	0.0156	0.0187	0.02733	-0.00488	0.00706	-0.025	-0.00352
1402	-0.01367	-0.02603	-0.01038	0.01735	0.0132	0.02575	-0.00502	0.00418	-0.0235	-0.01068
1405	-0.01423	-0.02307	-0.01022	0.01869	0.00634	0.02274	-0.00456	0.00024	-0.02187	-0.01634
1406	-0.01472	-0.02173	-0.01017	0.01923	0.00341	0.02131	-0.00397	-0.00174	-0.02145	-0.01721
1411	-0.01082	-0.00019	-0.00478	0.04152	-0.02466	0.0037	-0.00202	-0.04665	-0.00419	0.00675
1412	-0.01082	0.00027	-0.00465	0.04196	-0.02505	0.00334	-0.00187	-0.04755	-0.00402	0.00764
1413	-0.01054	0.0014	-0.00446	0.04244	-0.02526	0.00229	-0.00176	-0.04809	-0.00338	0.00924
1418	-0.00889	0.00572	-0.00372	0.04246	-0.02371	-0.00198	-0.00171	-0.0453	-0.00061	0.01355
1419	-0.00874	0.00617	-0.00367	0.04233	-0.02332	-0.00245	-0.00167	-0.04467	-0.00046	0.01385
1423	-0.00114	0.02061	-0.00222	0.0303	-0.00059	-0.01808	-0.00118	-0.00401	0.00399	0.01167
1424	-0.00096	0.02142	-0.00213	0.02969	0.00085	-0.01893	-0.00081	-0.0021	0.00353	0.01133
1425	-0.00081	0.02212	-0.00234	0.03013	0.00212	-0.02014	-2e-04	-0.00131	0.00267	0.01126
1426	-0.00076	0.02372	-0.00179	0.02882	0.00494	-0.02175	0.00039	0.00245	0.00172	0.01079
1429	-0.00052	0.02876	-0.00077	0.025	0.01492	-0.02677	0.00336	0.01277	-0.00406	0.00683
1430	5e-05	0.0299	-0.00102	0.02435	0.01752	-0.02817	0.00402	0.01533	-0.00546	0.00521
1431	0.00042	0.03117	-0.00096	0.0236	0.02045	-0.0296	0.00456	0.01783	-0.00722	0.00335
1432	-5e-05	0.03183	-0.00025	0.02311	0.02183	-0.03018	0.00473	0.01883	-0.00841	0.00284
1433	-0.00011	0.03268	0.00017	0.02252	0.02383	-0.03106	0.00492	0.02033	-0.00982	0.00155
1435	-4e-05	0.03398	0.00048	0.02162	0.02698	-0.03245	0.00559	0.02278	-0.0122	-0.00083
1436	3e-05	0.03438	0.00051	0.02137	0.028	-0.03292	0.00583	0.02356	-0.01299	-0.00171
1438	0.00022	0.03482	0.00039	0.02113	0.02912	-0.03349	0.00622	0.02452	-0.01385	-0.00273
1442	-0.01327	-0.0346	-0.01112	0.01095	0.03595	0.032	-0.00318	0.01474	-0.02931	0.02849
1443	-0.0133	-0.03429	-0.01109	0.01117	0.03503	0.03176	-0.00319	0.01438	-0.02898	0.02658
1445	-0.014	-0.03326	-0.01167	0.01124	0.03185	0.03012	-0.00382	0.01289	-0.02854	0.02026
1446	-0.01438	-0.03237	-0.01192	0.01162	0.02929	0.02909	-0.00418	0.01164	-0.02831	0.01558
1447	-0.01465	-0.0315	-0.01209	0.01212	0.02685	0.02827	-0.00452	0.0105	-0.02809	0.01108
1449	-0.01481	-0.02929	-0.01199	0.01378	0.02094	0.02668	-0.00514	0.00776	-0.02687	0.00067
1451	-0.0149	-0.02728	-0.01161	0.01534	0.01583	0.02543	-0.00497	0.00536	-0.02584	-0.00647
1452	-0.01481	-0.0262	-0.01119	0.01633	0.01325	0.02502	-0.00459	0.0042	-0.02523	-0.00934
1453	-0.01499	-0.02471	-0.011	0.0172	0.00973	0.02377	-0.00435	0.0023	-0.02442	-0.01274
1454	-0.0155	-0.02367	-0.01111	0.01747	0.00725	0.02256	-0.00398	0.00089	-0.02435	-0.01428
1455	-0.0156	-0.02281	-0.01098	0.01793	0.00536	0.02175	-0.00377	-0.00028	-0.02374	-0.01549
1456	-0.01591	-0.02171	-0.01093	0.01835	0.00295	0.02055	-0.00341	-0.00185	-0.0232	-0.01652
1461	-0.0114	-8e-04	-0.00495	0.04075	-0.02439	0.00417	-0.00158	-0.04568	-0.00509	0.00622
